gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	CTL	HSC	HSC-like	Mono	Mono-like	NK	Plasma	Prog	Prog-like	T	cDC-like	earlyEry	lateEry
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.575	0.864	0.127	0.052	0.225	0.403	1.065	0.245	0.0	0.055	0.347	0.44	0.005	0.06
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	0.159	0.149	0.03	0.124	0.225	0.024	0.22	0.297	0.084	0.118	0.101	0.12	0.259	0.131
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.0	0.0	0.04	0.072	1.244	0.538	0.14	0.157	0.185	0.057	0.086	0.22	0.177	0.05
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.0	0.0	0.04	0.072	1.244	0.538	0.14	0.157	0.185	0.057	0.086	0.22	0.177	0.05
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.0	0.342	0.346	0.413	0.0	0.29	0.247	0.585	0.452	0.357	0.406	0.262	0.492	0.389
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.0	0.103	0.032	0.025	0.0	0.0	0.06	0.0	0.0	0.015	0.0	0.0	0.009	0.0
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.131	0.513	0.139	0.29	0.37	1.563	0.52	0.0	0.35	0.302	0.177	0.719	0.182	0.268
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.0	0.0	0.0	0.002	1.446	1.664	0.023	0.0	0.0	0.007	0.0	0.123	0.009	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.0	0.0	0.0	0.002	1.446	1.664	0.023	0.0	0.0	0.007	0.0	0.123	0.009	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.0	0.089	0.0	0.0	0.335	0.837	0.127	0.0	0.0	0.002	0.0	0.765	0.0	0.078
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.0	0.269	0.0	0.005	0.0	0.172	0.132	0.0	0.0	0.0	0.027	0.094	0.0	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.0	0.131	0.045	0.106	0.0	0.024	0.052	0.131	0.217	0.12	0.066	0.018	0.094	0.119
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.181	0.0	0.063	0.106	0.0	0.0	0.062	0.131	0.131	0.136	0.072	0.0	0.131	0.399
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.0	0.103	0.0	0.037	0.0	0.0	0.066	0.0	0.0	0.024	0.096	0.0	0.071	0.098
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.0	0.103	0.0	0.037	0.0	0.0	0.066	0.0	0.0	0.024	0.096	0.0	0.071	0.098
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.165	0.098	0.041	0.041	1.333	0.506	0.415	0.262	0.0	0.018	0.125	0.188	0.003	0.045
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.0	0.0	0.137	0.109	0.0	0.679	0.008	0.0	0.592	0.112	0.044	0.43	0.259	0.033
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.0	0.0	0.137	0.109	0.0	0.679	0.008	0.0	0.592	0.112	0.044	0.43	0.259	0.033
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.0	0.0	0.137	0.109	0.0	0.679	0.008	0.0	0.592	0.112	0.044	0.43	0.259	0.033
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.0	0.0	0.575	0.353	3.182	0.688	0.137	0.131	0.258	0.278	0.055	0.235	0.175	0.125
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.0	0.0	0.032	0.0	0.0	0.108	0.038	0.0	0.0	0.0	0.026	0.0	0.0	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.285	0.633	0.697	0.461	0.335	0.191	1.449	1.923	0.362	0.434	1.178	0.391	0.366	0.608
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.285	0.633	0.697	0.461	0.335	0.191	1.449	1.923	0.362	0.434	1.178	0.391	0.366	0.608
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.0	0.101	0.04	0.013	0.0	0.0	0.004	0.0	0.0	0.01	0.035	0.0	0.008	0.042
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.0	0.101	0.04	0.013	0.0	0.0	0.004	0.0	0.0	0.01	0.035	0.0	0.008	0.042
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.0	0.071	0.109	0.051	0.0	0.0	0.061	0.0	0.0	0.05	0.03	0.054	0.012	0.01
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.0	0.071	0.109	0.051	0.0	0.0	0.061	0.0	0.0	0.05	0.03	0.054	0.012	0.01
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.0	0.0	0.0	0.011	0.0	0.0	0.032	0.0	0.0	0.002	0.013	0.0	0.0	0.049
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.0	0.0	0.0	0.011	0.0	0.0	0.032	0.0	0.0	0.002	0.013	0.0	0.0	0.049
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0	0.155	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.002	0.143	0.0	0.0	0.017
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.0	0.084	0.194	0.198	0.0	0.526	0.153	0.166	0.0	0.188	0.035	0.232	0.135	0.072
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.0	0.084	0.194	0.198	0.0	0.526	0.153	0.166	0.0	0.188	0.035	0.232	0.135	0.072
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.0	0.084	0.194	0.198	0.0	0.526	0.153	0.166	0.0	0.188	0.035	0.232	0.135	0.072
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.0	0.171	0.04	0.018	0.0	0.151	0.179	0.0	0.0	0.019	0.136	0.0	0.01	0.009
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.0	0.171	0.04	0.018	0.0	0.151	0.179	0.0	0.0	0.019	0.136	0.0	0.01	0.009
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.191	0.452	0.126	0.181	1.043	1.245	0.614	0.0	0.522	0.143	0.205	0.93	0.026	0.127
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.191	0.452	0.126	0.181	1.043	1.245	0.614	0.0	0.522	0.143	0.205	0.93	0.026	0.127
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.768	0.307	0.227	0.18	0.0	0.0	0.283	0.0	0.092	0.116	0.259	0.155	0.109	0.334
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.768	0.307	0.227	0.18	0.0	0.0	0.283	0.0	0.092	0.116	0.259	0.155	0.109	0.334
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.768	0.307	0.227	0.18	0.0	0.0	0.283	0.0	0.092	0.116	0.259	0.155	0.109	0.334
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.462	0.0	0.05	0.092	0.335	0.309	0.0	0.0	0.0	0.066	0.012	0.112	0.036	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.0	0.04	0.023	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.037	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.0	0.089	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.0	0.028	0.036	0.0	0.086	0.0	0.0	0.0	0.024	0.01	0.0	0.039	0.003
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.0	0.028	0.036	0.0	0.086	0.0	0.0	0.0	0.024	0.01	0.0	0.039	0.003
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.0	0.0	0.0	0.023	0.0	0.0	0.056	0.0	0.0	0.004	0.0	0.018	0.017	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.054	0.0	0.006	0.37	0.307	0.0	0.0	0.0	0.005	0.015	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.0	0.0	0.003	1.075	0.261	0.035	0.0	0.0	0.001	0.0	0.53	0.034	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0	0.0	0.0	0.006	0.0	0.0	0.036	0.0	0.0	0.018	0.0	0.0	0.074	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.0	0.193	0.0	0.015	0.0	0.0	0.041	0.0	0.0	0.01	0.351	0.0	0.0	0.02
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.0	0.193	0.0	0.015	0.0	0.0	0.041	0.0	0.0	0.01	0.351	0.0	0.0	0.02
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.0	0.193	0.0	0.015	0.0	0.0	0.041	0.0	0.0	0.01	0.351	0.0	0.0	0.02
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.0	0.09	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.02	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	0.0	0.09	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.02	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.04	0.003	0.0	0.0	0.123	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0315F51DD	0.0	0.0	0.04	0.003	0.0	0.0	0.123	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.0	0.0	0.04	0.003	0.0	0.0	0.123	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.04	0.003	0.0	0.0	0.123	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.0	0.0	0.04	0.003	0.0	0.0	0.123	0.0	0.0	0.001	0.0	0.0	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.063	0.0	0.008	0.573	0.456	0.0	0.0	0.0	0.001	0.019	0.378	0.0	0.269
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.0	0.063	0.0	0.008	0.573	0.456	0.0	0.0	0.0	0.001	0.019	0.378	0.0	0.269
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.063	0.0	0.008	0.573	0.456	0.0	0.0	0.0	0.001	0.019	0.378	0.0	0.269
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	2.236	2.096	2.981	1.621	0.671	1.179	2.423	1.111	2.073	1.33	1.197	1.887	1.777	1.824
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	2.236	2.096	2.981	1.621	0.671	1.179	2.423	1.111	2.073	1.33	1.197	1.887	1.777	1.824
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.331	0.092	0.025	0.084	0.0	0.111	0.069	0.166	0.0	0.083	0.02	0.126	0.162	0.527
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.165	0.0	0.092	0.017	0.37	0.0	0.048	0.0	0.0	0.03	0.04	0.063	0.0	0.031
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.181	0.47	0.681	0.504	0.0	0.844	1.086	0.0	0.382	0.44	0.601	0.424	0.117	0.108
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.181	0.47	0.681	0.504	0.0	0.844	1.086	0.0	0.382	0.44	0.601	0.424	0.117	0.108
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.0	0.0	0.04	0.0	0.0	0.046	0.0	0.0	0.036	0.0	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.002	0.0	0.188	0.0	0.007
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.0	0.263	0.086	0.157	3.996	1.835	0.2	0.288	0.255	0.12	0.304	0.094	0.037	0.095
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.0	0.263	0.086	0.157	3.996	1.835	0.2	0.288	0.255	0.12	0.304	0.094	0.037	0.095
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.0	0.263	0.086	0.157	3.996	1.835	0.2	0.288	0.255	0.12	0.304	0.094	0.037	0.095
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.112	0.009	0.0	0.087	0.151	0.0	0.0	0.004	0.026	0.0	0.004	0.013
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.0	0.04	0.016	0.0	0.0	0.029	0.0	0.0	0.006	0.018	0.0	0.0	0.013
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.0	0.342	0.183	0.161	0.0	0.0	0.184	0.0	0.452	0.098	0.116	0.357	0.094	0.081
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.342	0.183	0.161	0.0	0.0	0.184	0.0	0.452	0.098	0.116	0.357	0.094	0.081
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.003	0.105	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.003	0.105	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.003	0.105	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.003	0.105	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.003	0.105	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.003	0.105	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.0	0.245	0.337	0.081	0.0	0.579	0.046	0.0	0.0	0.053	0.022	0.178	0.175	0.065
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.0	0.245	0.337	0.081	0.0	0.579	0.046	0.0	0.0	0.053	0.022	0.178	0.175	0.065
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.0	0.245	0.337	0.081	0.0	0.579	0.046	0.0	0.0	0.053	0.022	0.178	0.175	0.065
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.206	0.103	0.063	0.024	0.0	0.19	0.0	0.0	0.0	0.007	0.0	0.0	0.002	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.206	0.103	0.063	0.024	0.0	0.19	0.0	0.0	0.0	0.007	0.0	0.0	0.002	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.206	0.103	0.063	0.024	0.0	0.19	0.0	0.0	0.0	0.007	0.0	0.0	0.002	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.557	0.636	0.22	0.13	0.47	0.145	0.78	0.131	0.141	0.126	0.446	0.018	0.098	0.042
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.557	0.636	0.22	0.13	0.47	0.145	0.78	0.131	0.141	0.126	0.446	0.018	0.098	0.042
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.29	0.291	0.107	0.198	0.0	0.087	0.271	0.49	0.0	0.086	0.33	0.273	0.115	0.07
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.29	0.291	0.107	0.198	0.0	0.087	0.271	0.49	0.0	0.086	0.33	0.273	0.115	0.07
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.29	0.291	0.107	0.198	0.0	0.087	0.271	0.49	0.0	0.086	0.33	0.273	0.115	0.07
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.29	0.291	0.107	0.198	0.0	0.087	0.271	0.49	0.0	0.086	0.33	0.273	0.115	0.07
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.29	0.291	0.107	0.198	0.0	0.087	0.271	0.49	0.0	0.086	0.33	0.273	0.115	0.07
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.29	0.291	0.107	0.198	0.0	0.087	0.271	0.49	0.0	0.086	0.33	0.273	0.115	0.07
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0B89DD8C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.529	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.206	0.024	0.028	0.0	0.027	0.0	0.0	0.0	0.011	0.048	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.0	0.206	0.024	0.028	0.0	0.027	0.0	0.0	0.0	0.011	0.048	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.0	6.48	0.0	0.053	0.0	0.0	6.706	0.499	0.0	0.04	0.29	0.0	0.063	0.344
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	0.0	6.48	0.0	0.053	0.0	0.0	6.706	0.499	0.0	0.04	0.29	0.0	0.063	0.344
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.0	0.058	0.108	0.076	0.0	0.0	0.061	0.245	0.0	0.065	0.12	0.0	0.023	0.017
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.785	0.966	0.534	0.366	2.648	1.081	1.273	0.63	1.026	0.37	1.383	0.0	0.059	0.057
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0FC42EC80	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0BD5C2A23	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.011	0.0	0.02	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.0	0.002	0.0	0.045	0.043	0.0	0.0	0.018	0.016	0.0	0.01	0.016
MS4A4A	Q96JQ5	False	M4A4A_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.008	0.0	0.473	0.0	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.246	0.254	0.288	0.158	0.0	0.024	0.107	0.454	0.24	0.101	0.102	0.063	0.204	0.131
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.0	0.103	0.004	0.0	0.0	0.0	0.0	0.0	0.008	0.018	0.0	0.0	0.0
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	1.249	0.657	0.638	0.923	3.147	1.469	1.141	0.987	0.489	0.924	0.485	0.883	0.71	1.369
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.181	0.087	0.427	0.392	0.0	0.183	0.036	0.0	0.0	0.299	0.053	0.261	0.221	0.042
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.011	0.0	0.0	0.024
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0BEAB521F	0.0	0.197	0.089	0.087	0.0	0.0	0.0	0.0	0.097	0.038	0.08	0.049	0.021	0.055
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.0	0.0	0.0	0.007	0.37	0.0	0.026	0.0	0.0	0.005	0.005	0.045	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS070B0E458	0.916	0.523	0.123	0.191	0.0	0.325	0.42	0.752	0.0	0.153	0.4	0.234	0.05	0.027
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.0	0.0	0.0	0.003	0.335	0.759	0.0	0.0	0.0	0.013	0.0	0.084	0.0	0.0
CEACAM8	P31997	False	CEAM8_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.09	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.007	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.0	0.247	0.12	0.09	0.0	0.163	0.067	0.0	0.0	0.078	0.18	0.089	0.109	0.034
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.0	0.247	0.12	0.09	0.0	0.163	0.067	0.0	0.0	0.078	0.18	0.089	0.109	0.034
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.68	0.462	0.032	0.146	0.886	0.283	0.229	0.131	0.391	0.13	0.262	0.235	0.084	0.149
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.0	0.0	0.0	0.002	0.0	0.086	0.0	0.0	0.0	0.002	0.0	0.0	0.009	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.0	0.0	0.0	0.002	0.0	0.086	0.0	0.0	0.0	0.002	0.0	0.0	0.009	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.0	0.145	0.401	0.148	0.0	0.118	0.087	0.795	0.0	0.132	0.07	0.0	0.285	0.146
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.0	0.145	0.401	0.148	0.0	0.118	0.087	0.795	0.0	0.132	0.07	0.0	0.285	0.146
