gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	CTL	HSC	HSC-like	Mono	Mono-like	NK	Plasma	Prog	Prog-like	T	cDC-like	earlyEry	lateEry
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.149	0.667	0.06	0.113	0.475	0.714	1.038	0.168	0.0	0.056	0.502	0.494	0.093	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	0.384	0.472	0.0	0.156	0.074	0.101	0.243	0.0	0.236	0.15	0.17	0.078	0.147	0.155
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.156	0.089	0.0	0.066	0.881	0.64	0.116	0.149	0.374	0.043	0.034	0.347	0.08	0.0
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.156	0.089	0.0	0.066	0.881	0.64	0.116	0.149	0.374	0.043	0.034	0.347	0.08	0.0
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.092	0.0	0.543	0.244	0.313	0.326	0.229	0.0	0.0	0.259	0.107	0.261	0.441	0.337
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.0	0.496	0.154	0.435	0.824	1.368	0.547	0.1	0.054	0.296	0.237	1.098	0.183	0.097
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.256	0.0	0.0	0.077	0.662	1.06	0.0	0.0	0.0	0.014	0.0	1.357	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.256	0.0	0.0	0.077	0.662	1.06	0.0	0.0	0.0	0.014	0.0	1.357	0.0	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.133	0.107	0.0	0.022	0.091	0.544	0.188	0.068	0.0	0.007	0.0	0.56	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.0	0.205	0.0	0.006	0.01	0.039	0.083	0.0	0.0	0.002	0.045	0.05	0.0	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.0	0.0	0.108	0.05	0.0	0.005	0.009	0.0	0.0	0.111	0.019	0.029	0.155	0.309
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.22	0.103	0.0	0.08	0.08	0.137	0.0	0.343	0.0	0.128	0.151	0.135	0.051	0.0
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.0	0.0	0.06	0.067	0.117	0.057	0.164	0.0	0.0	0.041	0.048	0.057	0.051	1.013
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.0	0.0	0.06	0.067	0.117	0.057	0.164	0.0	0.0	0.041	0.048	0.057	0.051	1.013
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.0	0.384	0.099	0.049	0.749	0.673	0.458	0.298	0.473	0.04	0.051	0.088	0.014	0.858
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.0	0.179	0.0	0.076	0.491	0.349	0.0	0.0	0.236	0.178	0.0	0.394	0.089	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.0	0.179	0.0	0.076	0.491	0.349	0.0	0.0	0.236	0.178	0.0	0.394	0.089	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.0	0.179	0.0	0.076	0.491	0.349	0.0	0.0	0.236	0.178	0.0	0.394	0.089	0.0
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.511	0.0	0.079	0.433	0.378	0.303	0.137	0.0	0.054	0.266	0.026	0.286	0.2	0.155
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.0	0.0	0.0	0.0	0.044	0.003	0.0	0.0	0.0	0.006	0.013	0.0	0.0	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.092	1.389	0.359	0.366	0.157	0.174	1.163	1.244	0.473	0.451	0.793	0.21	0.639	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.092	1.389	0.359	0.366	0.157	0.174	1.163	1.244	0.473	0.451	0.793	0.21	0.639	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.0	0.0	0.0	0.019	0.0	0.007	0.0	0.0	0.0	0.012	0.014	0.0	0.0	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.0	0.0	0.0	0.019	0.0	0.007	0.0	0.0	0.0	0.012	0.014	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.0	0.0	0.079	0.061	0.0	0.022	0.013	0.0	0.0	0.016	0.023	0.006	0.0	0.097
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.0	0.0	0.079	0.061	0.0	0.022	0.013	0.0	0.0	0.016	0.023	0.006	0.0	0.097
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.0	0.114	0.076	0.235	0.244	0.46	0.067	0.0	0.428	0.247	0.012	0.48	0.211	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.0	0.114	0.076	0.235	0.244	0.46	0.067	0.0	0.428	0.247	0.012	0.48	0.211	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.0	0.114	0.076	0.235	0.244	0.46	0.067	0.0	0.428	0.247	0.012	0.48	0.211	0.0
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.276	0.472	0.0	0.024	0.152	0.056	0.12	0.747	0.0	0.027	0.007	0.013	0.0	0.0
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.276	0.472	0.0	0.024	0.152	0.056	0.12	0.747	0.0	0.027	0.007	0.013	0.0	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.092	0.325	0.0	0.336	1.371	2.068	1.106	0.0	0.0	0.232	0.245	2.127	0.049	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.092	0.325	0.0	0.336	1.371	2.068	1.106	0.0	0.0	0.232	0.245	2.127	0.049	0.0
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.576	0.269	0.163	0.12	0.143	0.177	0.098	0.0	0.0	0.104	0.236	0.135	0.303	0.0
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.576	0.269	0.163	0.12	0.143	0.177	0.098	0.0	0.0	0.104	0.236	0.135	0.303	0.0
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.576	0.269	0.163	0.12	0.143	0.177	0.098	0.0	0.0	0.104	0.236	0.135	0.303	0.0
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.256	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.0	0.0	0.0	0.038	0.313	0.403	0.0	0.0	0.0	0.116	0.0	0.393	0.106	0.155
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.044	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.04	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.04	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.04	0.0	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.0	0.0	0.031	0.024	0.026	0.0	0.0	0.0	0.006	0.0	0.065	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.0	0.0	0.031	0.024	0.026	0.0	0.0	0.0	0.006	0.0	0.065	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.0	0.077	0.0	0.027	0.04	0.003	0.0	0.0	0.0	0.002	0.0	0.0	0.075	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.0	0.0	0.004	0.185	0.358	0.068	0.0	0.0	0.0	0.046	0.09	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.112	0.0	0.008	0.391	0.438	0.048	0.0	0.0	0.003	0.0	0.36	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.0	0.053	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.207	0.033	0.0	0.003	0.027	0.0	0.0	0.004	0.13	0.0	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.0	0.0	0.207	0.033	0.0	0.003	0.027	0.0	0.0	0.004	0.13	0.0	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.0	0.0	0.207	0.033	0.0	0.003	0.027	0.0	0.0	0.004	0.13	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.0	0.02	0.0	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0315F51DD	0.0	0.0	0.0	0.0	0.02	0.0	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	0.0	0.0	0.0	0.0	0.02	0.0	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.0	0.02	0.0	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	0.0	0.0	0.0	0.0	0.02	0.0	0.033	0.0	0.0	0.002	0.0	0.0	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0419B80C4	0.0	0.0	0.0	0.023	1.049	1.143	0.027	0.0	0.0	0.009	0.01	0.724	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.023	1.049	1.143	0.027	0.0	0.0	0.009	0.01	0.724	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.0	0.0	0.0	0.023	1.049	1.143	0.027	0.0	0.0	0.009	0.01	0.724	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	29.438	3.911	1.901	4.905	2.526	2.578	2.607	2.113	3.894	1.971	2.054	2.615	15.458	67.277
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	29.438	3.911	1.901	4.905	2.526	2.578	2.607	2.113	3.894	1.971	2.054	2.615	15.458	67.277
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC1A5	Q15758	False	AAAT_HUMAN		CPI-SS002DF6C31	0.0	0.0	0.0	0.059	0.154	0.085	0.085	0.0	0.0	0.082	0.007	0.048	0.064	0.359
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.0	0.0	0.0	0.052	0.047	0.145	0.052	0.0	0.0	0.006	0.025	0.088	0.0	0.0
SORL1	Q92673	False	SORL_HUMAN		CPI-SS09C52F54E	0.557	1.397	1.095	0.418	0.732	0.613	0.678	0.0	0.556	0.439	0.54	0.328	0.033	0.097
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	0.557	1.397	1.095	0.418	0.732	0.613	0.678	0.0	0.556	0.439	0.54	0.328	0.033	0.097
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.059	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E7523314	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0179FBFD3	0.123	0.332	0.464	0.158	2.513	3.509	0.425	0.857	0.421	0.084	0.264	2.451	0.044	0.456
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.123	0.332	0.464	0.158	2.513	3.509	0.425	0.857	0.421	0.084	0.264	2.451	0.044	0.456
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.123	0.332	0.464	0.158	2.513	3.509	0.425	0.857	0.421	0.084	0.264	2.451	0.044	0.456
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.108	0.009	0.026	0.028	0.21	0.0	0.0	0.01	0.018	0.03	0.025	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.123	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.398	0.0	0.0	0.204	0.12	0.181	0.196	0.868	0.0	0.189	0.155	0.085	0.077	0.097
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.398	0.0	0.0	0.204	0.12	0.181	0.196	0.868	0.0	0.189	0.155	0.085	0.077	0.097
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.107	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.107	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.107	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.107	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.107	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.107	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.0	0.0	0.0	0.06	0.326	0.599	0.122	0.0	0.0	0.072	0.027	0.521	0.06	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.0	0.0	0.0	0.06	0.326	0.599	0.122	0.0	0.0	0.072	0.027	0.521	0.06	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.0	0.0	0.0	0.06	0.326	0.599	0.122	0.0	0.0	0.072	0.027	0.521	0.06	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.0	0.0	0.0	0.007	0.0	0.023	0.0	0.0	0.0	0.003	0.0	0.111	0.057	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.0	0.0	0.0	0.007	0.0	0.023	0.0	0.0	0.0	0.003	0.0	0.111	0.057	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.0	0.0	0.0	0.007	0.0	0.023	0.0	0.0	0.0	0.003	0.0	0.111	0.057	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.184	0.204	0.307	0.07	0.195	0.113	0.43	0.168	0.0	0.113	0.398	0.067	0.086	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.184	0.204	0.307	0.07	0.195	0.113	0.43	0.168	0.0	0.113	0.398	0.067	0.086	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.538	0.22	0.214	0.136	0.246	0.353	0.322	0.068	0.421	0.064	0.228	0.153	0.088	0.097
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.538	0.22	0.214	0.136	0.246	0.353	0.322	0.068	0.421	0.064	0.228	0.153	0.088	0.097
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.538	0.22	0.214	0.136	0.246	0.353	0.322	0.068	0.421	0.064	0.228	0.153	0.088	0.097
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.538	0.22	0.214	0.136	0.246	0.353	0.322	0.068	0.421	0.064	0.228	0.153	0.088	0.097
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.538	0.22	0.214	0.136	0.246	0.353	0.322	0.068	0.421	0.064	0.228	0.153	0.088	0.097
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.538	0.22	0.214	0.136	0.246	0.353	0.322	0.068	0.421	0.064	0.228	0.153	0.088	0.097
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0B89DD8C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.978	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS095E52E66	0.0	0.0	0.0	0.052	0.018	0.036	0.0	0.0	0.0	0.008	0.012	0.071	0.025	0.0
TNFRSF10D	Q9UBN6	False	TR10D_HUMAN		CPI-SS059EEFDC6	0.0	0.0	0.0	0.052	0.018	0.036	0.0	0.0	0.0	0.008	0.012	0.071	0.025	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.003	0.0	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.003	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.0	9.808	0.0	0.058	0.147	0.103	8.983	0.0	0.0	0.025	0.522	0.101	0.0	0.252
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0DA291AD9	0.0	9.808	0.0	0.058	0.147	0.103	8.983	0.0	0.0	0.025	0.522	0.101	0.0	0.252
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.0	0.0	0.0	0.0	0.38	0.012	0.0	0.0	0.0	0.0	0.0	0.337	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.0	0.0	0.0	0.0	0.38	0.012	0.0	0.0	0.0	0.0	0.0	0.337	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.0	0.0	0.0	0.0	0.38	0.012	0.0	0.0	0.0	0.0	0.0	0.337	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.0	0.0	0.0	0.0	0.38	0.012	0.0	0.0	0.0	0.0	0.0	0.337	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.256	0.0	0.0	0.049	0.048	0.009	0.0	0.0	0.0	0.092	0.04	0.015	0.015	0.219
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.297	0.781	0.279	0.324	1.221	0.706	0.955	0.494	0.249	0.218	0.679	0.182	0.0	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0FC42EC80	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0BD5C2A23	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.0	0.478	0.0	0.02	0.0	0.01	0.013	0.0	0.0	0.01	0.068	0.023	0.066	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0	0.017	0.041	0.0	0.011	0.0
MS4A4A	Q96JQ5	False	M4A4A_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.0	0.0	0.008	0.143	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.256	0.219	0.055	0.121	0.024	0.163	0.133	0.0	0.0	0.082	0.052	0.342	0.147	0.0
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0F94547B2	0.0	0.0	0.0	0.01	0.0	0.005	0.029	0.0	0.0	0.002	0.023	0.0	0.049	0.0
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.376	0.048	0.806	0.779	1.264	1.111	0.455	1.382	0.236	0.848	0.469	1.123	0.752	2.159
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.256	0.114	0.524	0.338	0.111	0.348	0.151	0.647	0.0	0.357	0.0	0.252	0.149	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.0	0.012	0.0	0.036	0.0	0.0	0.0	0.012	0.02	0.0	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0BEAB521F	0.356	0.349	0.0	0.192	0.194	0.226	0.121	0.068	0.268	0.083	0.089	0.086	0.099	0.78
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.002	0.0	0.075	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.0	0.0	0.0	0.021	0.0	0.01	0.0	0.0	0.0	0.004	0.015	0.0	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS070B0E458	0.0	0.052	0.297	0.224	0.254	0.179	0.401	0.386	0.395	0.155	0.279	0.169	0.0	0.0
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	0.0	0.0	0.0	0.009	0.345	0.224	0.0	0.0	0.0	0.003	0.0	0.132	0.0	0.0
CEACAM8	P31997	False	CEAM8_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.0	0.035	0.005	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.0	0.035	0.005	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.0	0.098	0.076	0.139	0.061	0.052	0.028	0.0	0.337	0.078	0.251	0.094	0.044	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.0	0.098	0.076	0.139	0.061	0.052	0.028	0.0	0.337	0.078	0.251	0.094	0.044	0.0
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.0	0.367	0.055	0.183	0.207	0.292	0.29	0.376	0.109	0.112	0.164	0.094	0.077	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.092	0.0	0.0	0.16	0.258	0.189	0.056	0.136	0.0	0.138	0.074	0.068	0.238	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.092	0.0	0.0	0.16	0.258	0.189	0.056	0.136	0.0	0.138	0.074	0.068	0.238	0.0
