gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	EPI	Mes	TE	emVE	exVE
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.119	0.326	0.172	1.332	1.096
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	1.01	0.983	0.231	0.278	0.249
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	1.01	0.983	0.231	0.278	0.249
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.115	0.074	0.022	0.102	0.383
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0B8083B44	0.115	0.074	0.022	0.102	0.383
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.115	0.074	0.022	0.102	0.383
FZD10	Q9ULW2	False	FZD10_HUMAN		CPI-SS0A683CBC1	0.02	0.059	0.004	0.003	0.001
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.552	0.524	0.366	0.696	0.46
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.552	0.524	0.366	0.696	0.46
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.552	0.524	0.366	0.696	0.46
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.048	0.041	0.076	0.018	0.013
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.048	0.041	0.076	0.018	0.013
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.048	0.041	0.076	0.018	0.013
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.352	0.22	0.021	0.063	0.022
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.352	0.22	0.021	0.063	0.022
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.352	0.22	0.021	0.063	0.022
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.352	0.22	0.021	0.063	0.022
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	0.352	0.22	0.021	0.063	0.022
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.196	0.053	0.0	0.0	0.002
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.249	0.11	0.4	0.119	0.265
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.249	0.11	0.4	0.119	0.265
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.249	0.11	0.4	0.119	0.265
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.102	0.107	0.087	0.124	0.254
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0EBA5A4D8	0.05	2.586	0.163	0.02	0.023
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.05	2.586	0.163	0.02	0.023
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0B34CBA4B	0.75	0.256	0.264	0.198	0.205
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.75	0.256	0.264	0.198	0.205
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.326	0.24	0.227	0.389	0.29
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.326	0.24	0.227	0.389	0.29
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0D81D9F5E	0.011	0.034	0.0	0.006	0.003
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.011	0.034	0.0	0.006	0.003
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	0.011	0.034	0.0	0.006	0.003
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.011	0.034	0.0	0.006	0.003
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	0.011	0.034	0.0	0.006	0.003
MC3R	P41968	False	MC3R_HUMAN		CPI-SS0B1F94CD2	0.0	0.0	0.0	0.003	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.0	0.006	0.031	0.014	0.032
TDGF1	P13385	False	TDGF1_HUMAN		CPI-SS033A27302	2.794	10.178	0.224	0.078	0.087
TDGF1	P13385	False	TDGF1_HUMAN		CPI-SS0E9F84F1F	2.794	10.178	0.224	0.078	0.087
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.0	0.328	0.012	0.122	0.006
AVPR2	P30518	False	V2R_HUMAN		CPI-SS0FCF733EA	0.0	0.0	0.011	0.0	0.0
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	1.66	1.67	1.318	2.338	2.476
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.135	0.167	0.066	0.067	0.037
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.453	0.23	0.199	0.365	0.239
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0057AB387	0.453	0.23	0.199	0.365	0.239
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.0	0.0	0.0	0.0	0.004
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	3.732	4.671	5.518	5.869	7.239
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.022	0.048	0.063	0.013	0.017
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.022	0.048	0.063	0.013	0.017
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.238	0.476	0.804	0.069	0.204
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.097	0.629	0.075	1.139	2.175
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.097	0.629	0.075	1.139	2.175
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.097	0.629	0.075	1.139	2.175
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.097	0.629	0.075	1.139	2.175
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.097	0.629	0.075	1.139	2.175
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0DA366C78	0.017	0.297	0.051	0.08	0.072
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A5B945E3	0.017	0.297	0.051	0.08	0.072
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0865716E5	0.017	0.297	0.051	0.08	0.072
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0D41C7AF5	0.017	0.297	0.051	0.08	0.072
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS07CA5A6F1	0.017	0.297	0.051	0.08	0.072
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.239	0.227	0.164	0.267	0.357
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.385	0.372	0.006	0.39	0.02
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.385	0.372	0.006	0.39	0.02
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS02AFCED82	0.385	0.372	0.006	0.39	0.02
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.157	0.127	0.296	0.171	0.058
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.103	0.033	0.008	0.078	0.092
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.13	1.051	0.933	0.15	0.081
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS07BECB892	0.13	1.051	0.933	0.15	0.081
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.45	0.643	1.165	0.736	0.403
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS09F973C1A	0.45	0.643	1.165	0.736	0.403
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS052127A00	0.016	0.011	0.0	0.0	0.002
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0EDD4928A	0.0	0.064	0.0	0.0	0.001
NGFR	P08138	False	TNR16_HUMAN		CPI-SS08B85996F	0.0	0.064	0.0	0.0	0.001
DDR1	Q08345	False	DDR1_HUMAN		CPI-SS00D3CD86E	0.351	0.088	0.217	0.241	0.326
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.002	0.003
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.0	0.034	0.013	0.022	0.031
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.37	0.41	0.908	2.027	1.798
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.184	0.453	0.053	0.237	0.096
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.137	0.056	0.013	0.008	0.001
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0C694CB44	0.19	0.004	0.0	0.001	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.0	0.768	0.029	0.141	0.05
WNT3	P56703	False	WNT3_HUMAN		CPI-SS070C51D94	0.263	0.711	0.047	0.467	0.251
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0F102AAC5	0.013	0.0	0.017	0.008	0.006
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0DCA749B0	0.192	1.599	0.043	1.226	0.092
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.192	1.599	0.043	1.226	0.092
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.622	0.383	0.648	0.804	0.827
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS04FB6F38D	0.014	0.006	0.0	0.027	0.005
BDKRB1	P46663	False	BKRB1_HUMAN		CPI-SS075D9B9AD	0.0	0.0	0.0	0.002	0.007
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.0	0.012	0.0	0.004	0.002
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.331	0.18	0.116	0.164	0.171
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.0	0.013	0.094	0.018	0.005
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.015	0.015	0.0	0.035	0.01
CSF3R	Q99062	False	CSF3R_HUMAN		CPI-SS08376F0E6	0.0	0.0	0.0	0.0	0.002
APLNR	P35414	False	APJ_HUMAN		CPI-SS08719F19E	0.021	0.682	0.037	0.04	0.015
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.009	0.011	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.017	0.0	0.0	0.009	0.02
NPPB	P16860	False	ANFB_HUMAN		CPI-SS08E6EA18C	0.027	0.0	0.043	0.0	0.002
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.018	0.025	0.0	0.014	0.011
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.065	0.0	0.0	0.005	0.003
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.065	0.0	0.0	0.005	0.003
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.0	0.025	0.0	0.0	0.002
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.0	0.025	0.0	0.0	0.002
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.059	0.089	0.124	0.188	0.456
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.062	0.0	0.0	0.0	0.0
INHBC	P55103	False	INHBC_HUMAN		CPI-SS0D53B88CC	0.0	0.02	0.0	0.074	0.055
INHBE	P58166	False	INHBE_HUMAN		CPI-SS099C401F7	0.0	0.0	0.0	0.006	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.045	0.039	0.0	0.01	0.002
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.068	0.125	0.083	0.214	0.048
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.068	0.125	0.083	0.214	0.048
ADM	P35318	False	ADML_HUMAN		CPI-SS0B27088B4	0.031	0.003	0.012	0.003	0.007
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SS032CFAE42	0.073	0.079	0.005	0.0	0.004
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.01	0.012	0.349	0.016	0.013
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.039	0.013	0.0	0.003	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.57	0.518	0.103	0.236	1.797
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.0	0.011	0.027	0.0	0.001
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS04BE14432	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	1.196	0.975	0.679	0.203	0.227
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.424	0.532	0.755	1.317	1.757
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.127	0.028	0.041	0.06	0.009
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.029	0.0	0.013	0.003	0.008
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.57	0.439	0.379	0.16	0.295
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.05	2.586	0.163	0.02	0.023
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	0.05	2.586	0.163	0.02	0.023
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.05	2.586	0.163	0.02	0.023
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS077F1340A	0.05	2.586	0.163	0.02	0.023
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	0.184	0.453	0.053	0.237	0.096
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.184	0.453	0.053	0.237	0.096
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	0.184	0.453	0.053	0.237	0.096
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.069	0.905	0.042	0.151	0.825
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.014	0.14	0.038	0.011	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.06	0.037	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.06	0.037	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.161	0.347	0.168	0.385	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.161	0.347	0.168	0.385	0.408
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.151	0.452	0.134	0.149	0.195
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.099	0.388	0.311	0.171	0.357
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.13	0.162	0.238	0.199	0.136
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.13	0.162	0.238	0.199	0.136
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.13	0.162	0.238	0.199	0.136
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	1.196	0.975	0.679	0.203	0.227
ACVR2B	Q13705	True	AVR2B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	1.196	0.975	0.679	0.203	0.227
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.168	0.147	0.066	0.15	0.244
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.168	0.147	0.066	0.15	0.244
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.168	0.147	0.066	0.15	0.244
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.168	0.147	0.066	0.15	0.244
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.168	0.147	0.066	0.15	0.244
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.168	0.147	0.066	0.15	0.244
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.107	0.302	0.152	0.151	0.147
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.107	0.302	0.152	0.151	0.147
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.107	0.302	0.152	0.151	0.147
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.107	0.302	0.152	0.151	0.147
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.107	0.302	0.152	0.151	0.147
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.107	0.302	0.152	0.151	0.147
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.903	1.005	0.846	0.778	0.881
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.903	1.005	0.846	0.778	0.881
TDGF1	P13385	True	TDGF1_HUMAN	NODAL receptor	CPI-CS040AEB4A0	2.794	10.178	0.224	0.078	0.087
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.008	0.023	0.006	0.11	0.012
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.609	1.459	0.364	4.544	5.126
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.881	9.004	0.456	1.763	2.013
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.0	0.061	0.0	0.007	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.076	0.054	0.0	0.039	0.004
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.255	0.564	0.239	1.631	2.019
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC04936738A	0.043	0.031	0.006	0.006	0.003
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.0	0.015	0.0	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.018	0.024	0.0	0.01	0.001
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.041	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.022	0.041	0.02	0.056	0.057
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.0	0.02	0.0	0.003	0.003
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	1.452	0.374	0.329	0.885	0.699
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.0	0.0	0.0	0.006	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.014	0.005	0.0	0.0	0.008
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.0	0.031	0.011	0.086	0.007
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.017	0.004	0.013	0.025	0.008
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.0	0.019	0.0	0.0	0.003
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.085	0.045	0.0	0.023	0.002
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.135	0.007	0.048	0.005	0.004
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.0	0.343	0.0	0.005	0.001
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.116	0.296	0.044	0.152	0.77
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0147A8A42	0.02	0.018	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0BF16A11C	0.0	0.01	0.0	0.003	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC090855C8E	0.881	9.004	0.456	1.763	2.013
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0B9199C7F	0.29	0.259	0.411	1.012	0.68
F2	P00734	False	THRB_HUMAN		CPI-SC0EC380922	0.108	0.127	0.017	0.332	0.309
VTN	P04004	False	VTNC_HUMAN		CPI-SC0530C27A8	0.0	0.0	0.0	0.021	0.003
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0755598EE	0.053	0.063	0.047	0.018	0.02
FGF2	P09038	False	FGF2_HUMAN		CPI-SC044E3F9B6	0.014	0.0	0.0	0.003	0.005
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0988E0218	0.158	0.0	0.0	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0E2D0DC4B	0.021	0.0	0.0	0.022	0.006
THY1	P04216	False	THY1_HUMAN		CPI-SC00756BB93	0.051	0.055	0.0	0.0	0.001
MMP2	P08253	False	MMP2_HUMAN		CPI-SC02E74AFA5	0.151	0.133	0.003	0.0	0.003
