id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	EPI|EPI	EPI|Mes	EPI|TE	EPI|emVE	EPI|exVE	Mes|EPI	Mes|Mes	Mes|TE	Mes|emVE	Mes|exVE	TE|EPI	TE|Mes	TE|TE	TE|emVE	TE|exVE	emVE|EPI	emVE|Mes	emVE|TE	emVE|emVE	emVE|exVE	exVE|EPI	exVE|Mes	exVE|TE	exVE|emVE	exVE|exVE
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	WNT5A	ROR2	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.52	0.482	0.389	0.516	0.4	0.151	0.112	0.02	0.146	0.031	0.207	0.169	0.076	0.203	0.087	0.161	0.123	0.03	0.157	0.041
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.489	0.521	0.404	0.404	0.394	0.119	0.151	0.034	0.034	0.025	0.176	0.208	0.091	0.091	0.081	0.13	0.162	0.045	0.045	0.035
CPI-SS0F26BB901	WNT2_FZD3	simple:P09544	simple:Q9NPG1	WNT2	FZD3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.27	0.302	0.186	0.186	0.176	0.111	0.143	0.027	0.027	0.017	0.106	0.138	0.021	0.021	0.011	0.109	0.141	0.024	0.024	0.014
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	IMEx	False	0.0	0.0	0.0	0.0	0.0	0.0	0.423	0.0	0.41	0.388	0.0	0.053	0.0	0.041	0.018	0.0	0.11	0.0	0.097	0.075	0.0	0.064	0.0	0.051	0.029
CPI-SS023738D54	FGFR1_FGF3	simple:P11362	simple:P11487	FGFR1	FGF3	True	True	False	I2D,InnateDB-All	False	0.632	1.362	0.648	0.632	0.629	0.599	1.329	0.614	0.599	0.596	0.559	1.289	0.574	0.559	0.556	0.116	0.846	0.131	0.116	0.113	0.145	0.875	0.16	0.145	0.142
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	FGFR1	FGF5	True	True	False	I2D,InnateDB-All	False	2.08	1.146	0.645	2.077	0.685	2.047	1.113	0.611	2.044	0.652	2.007	1.072	0.571	2.004	0.611	1.564	0.63	0.128	1.561	0.169	1.593	0.659	0.157	1.59	0.197
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	curated	False	0.658	0.723	0.637	0.623	0.624	0.625	0.69	0.603	0.589	0.591	0.585	0.65	0.563	0.549	0.551	0.142	0.207	0.12	0.106	0.108	0.171	0.236	0.149	0.135	0.137
CPI-SS0769B1FF3	FGFR1_FGF8	simple:P11362	simple:P55075	FGFR1	FGF8	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.705	1.653	0.7	1.528	0.672	1.672	1.62	0.666	1.495	0.639	1.631	1.58	0.626	1.455	0.598	1.189	1.137	0.183	1.012	0.156	1.217	1.166	0.212	1.041	0.185
CPI-SS07BA4A3B7	FGFR2_FGF8	simple:P21802	simple:P55075	FGFR2	FGF8	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.116	1.064	0.11	0.939	0.083	1.137	1.086	0.132	0.961	0.104	1.895	1.843	0.89	1.719	0.862	1.148	1.096	0.143	0.972	0.115	1.158	1.106	0.153	0.982	0.125
CPI-SS05C077A1E	FGFR4_FGF8	simple:P22455	simple:P55075	FGFR4	FGF8	True	True	False	I2D	False	1.091	1.039	0.085	0.914	0.058	1.14	1.088	0.134	0.963	0.107	1.149	1.097	0.143	0.972	0.116	1.277	1.225	0.272	1.101	0.244	1.269	1.218	0.264	1.093	0.236
CPI-SS0D99CC068	FGFR3_FGF8	simple:P22607	simple:P55075	FGFR3	FGF8	True	True	False	I2D,IMEx,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	1.111	1.059	0.106	0.935	0.078	1.128	1.076	0.123	0.951	0.095	1.181	1.129	0.175	1.004	0.148	1.246	1.195	0.241	1.07	0.213
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	FGFR2	EPHA4	True	True	True	I2D,InnateDB-All	False	0.177	0.391	0.046	0.492	0.173	0.199	0.413	0.068	0.513	0.195	0.956	1.17	0.826	1.271	0.952	0.21	0.424	0.079	0.524	0.206	0.219	0.433	0.089	0.534	0.215
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	EFNA2	EPHA4	False	False	True	curated	False	0.28	0.494	0.149	0.594	0.276	0.332	0.546	0.201	0.647	0.328	0.278	0.491	0.147	0.592	0.274	0.21	0.424	0.08	0.525	0.207	0.163	0.377	0.032	0.477	0.159
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	EFNA1	EPHA4	True	False	True	curated	False	0.151	0.365	0.02	0.465	0.147	0.207	0.421	0.077	0.522	0.203	0.246	0.46	0.115	0.561	0.242	0.162	0.376	0.032	0.477	0.159	0.161	0.375	0.031	0.476	0.157
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	curated	False	0.211	0.425	0.08	0.526	0.207	0.671	0.885	0.541	0.986	0.668	0.612	0.826	0.482	0.927	0.609	0.221	0.435	0.09	0.536	0.217	0.186	0.4	0.056	0.501	0.183
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	True	False	True	curated	False	0.371	0.585	0.24	0.686	0.367	0.468	0.682	0.337	0.783	0.464	0.729	0.943	0.598	1.043	0.725	0.514	0.728	0.383	0.829	0.51	0.348	0.561	0.217	0.662	0.344
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	0.338	0.552	0.208	0.653	0.335	0.332	0.546	0.201	0.647	0.328	0.149	0.363	0.018	0.464	0.145	0.341	0.555	0.21	0.656	0.337	0.156	0.37	0.026	0.471	0.152
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	0.265	0.479	0.135	0.58	0.261	0.384	0.598	0.253	0.699	0.38	0.548	0.762	0.417	0.863	0.544	0.181	0.395	0.05	0.495	0.177	0.248	0.462	0.117	0.563	0.244
CPI-SS0816A4ED4	FGFR4_EPHA4	simple:P22455	simple:P54764	FGFR4	EPHA4	True	True	True	I2D,InnateDB-All	False	0.152	0.366	0.021	0.467	0.148	0.201	0.415	0.07	0.516	0.197	0.21	0.424	0.079	0.525	0.206	0.339	0.553	0.208	0.653	0.335	0.331	0.545	0.2	0.645	0.327
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	FGFR3	EPHA4	True	True	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.172	0.386	0.042	0.487	0.169	0.189	0.403	0.058	0.504	0.185	0.242	0.456	0.111	0.557	0.238	0.308	0.522	0.177	0.622	0.304
CPI-SS00D9A0644	FGFR2_CD83	simple:P21802	simple:Q01151	FGFR2	CD83	True	True	True	InnateDB-All	False	0.0	0.039	0.033	0.051	0.044	0.0	0.061	0.055	0.072	0.066	0.0	0.819	0.813	0.83	0.823	0.0	0.072	0.066	0.083	0.077	0.0	0.082	0.076	0.093	0.086
CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	FGFR2	NECTIN1	True	True	True	InnateDB-All	False	0.226	0.123	0.052	0.105	0.064	0.248	0.145	0.074	0.127	0.086	1.006	0.903	0.831	0.884	0.843	0.259	0.156	0.085	0.137	0.096	0.269	0.166	0.094	0.147	0.106
CPI-SS02C29C238	FGFR3_NECTIN1	simple:P22607	simple:Q15223	FGFR3	NECTIN1	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.222	0.119	0.047	0.1	0.059	0.239	0.136	0.064	0.117	0.076	0.292	0.188	0.117	0.17	0.129	0.357	0.254	0.183	0.235	0.195
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	FGFR2	XPR1	True	True	True	InnateDB-All	False	0.091	0.194	0.117	0.697	0.579	0.112	0.216	0.139	0.719	0.601	0.87	0.973	0.896	1.476	1.358	0.123	0.227	0.15	0.729	0.612	0.133	0.236	0.159	0.739	0.621
CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	WNT4	SMO	True	False	True	I2D	False	0.515	0.501	0.125	0.148	0.134	0.532	0.518	0.142	0.165	0.151	0.511	0.498	0.122	0.145	0.131	0.53	0.516	0.14	0.163	0.149	0.519	0.506	0.129	0.153	0.139
CPI-SS016B7C7D6	BMP2_SMO	simple:P12643	simple:Q99835	BMP2	SMO	True	False	True	I2D	False	0.528	0.514	0.138	0.162	0.147	0.792	0.778	0.402	0.425	0.411	0.515	0.501	0.125	0.149	0.134	1.162	1.149	0.772	0.796	0.782	0.726	0.713	0.337	0.36	0.346
CPI-SS0C2561156	WNT2_FZD4	simple:P09544	simple:Q9ULV1	WNT2	FZD4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.223	0.202	0.176	0.217	0.357	0.064	0.043	0.018	0.058	0.198	0.058	0.038	0.012	0.052	0.193	0.061	0.041	0.015	0.055	0.196
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	curated	False	0.068	0.047	0.022	0.062	0.202	0.072	0.052	0.026	0.066	0.206	0.868	0.847	0.822	0.862	1.002	0.073	0.052	0.026	0.066	0.207	0.069	0.049	0.023	0.063	0.203
CPI-SS01469637C	WNT2B_FZD4	simple:Q93097	simple:Q9ULV1	WNT2B	FZD4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.095	0.074	0.048	0.088	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A683CBC1	WNT7B_FZD10	simple:P56706	simple:Q9ULW2	WNT7B	FZD10	True	False	True	curated	False	0.021	0.04	0.013	0.012	0.011	0.025	0.044	0.017	0.016	0.015	0.821	0.84	0.813	0.812	0.811	0.025	0.045	0.017	0.017	0.016	0.022	0.041	0.014	0.013	0.012
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.427	0.413	0.334	0.499	0.381	0.284	0.27	0.191	0.356	0.238	0.287	0.273	0.194	0.359	0.241	0.295	0.281	0.202	0.367	0.249
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	0.336	0.322	0.243	0.408	0.29	0.414	0.4	0.321	0.486	0.368	0.321	0.308	0.229	0.394	0.276	0.297	0.283	0.205	0.37	0.252	0.28	0.266	0.188	0.353	0.235
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	False	False	True	curated	False	0.316	0.302	0.223	0.388	0.27	0.422	0.409	0.33	0.495	0.377	0.318	0.304	0.225	0.39	0.272	0.631	0.618	0.539	0.704	0.586	0.714	0.701	0.622	0.787	0.669
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.175	0.171	0.189	0.16	0.157	0.032	0.028	0.046	0.017	0.014	0.035	0.031	0.049	0.02	0.017	0.043	0.04	0.057	0.028	0.026
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	0.084	0.081	0.098	0.069	0.067	0.162	0.158	0.176	0.147	0.145	0.07	0.066	0.084	0.055	0.052	0.045	0.042	0.059	0.03	0.028	0.029	0.025	0.043	0.014	0.011
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	0.064	0.061	0.078	0.049	0.047	0.171	0.167	0.185	0.156	0.153	0.066	0.063	0.08	0.051	0.049	0.38	0.376	0.394	0.365	0.362	0.463	0.459	0.477	0.448	0.445
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.327	0.261	0.162	0.183	0.162	0.184	0.118	0.018	0.04	0.019	0.187	0.121	0.022	0.043	0.022	0.195	0.129	0.03	0.051	0.03
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	0.236	0.17	0.071	0.092	0.071	0.314	0.248	0.149	0.17	0.149	0.222	0.156	0.056	0.077	0.057	0.197	0.132	0.032	0.053	0.033	0.18	0.115	0.015	0.036	0.016
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	0.216	0.15	0.051	0.072	0.051	0.323	0.257	0.157	0.178	0.158	0.218	0.152	0.053	0.074	0.053	0.532	0.466	0.366	0.387	0.367	0.615	0.549	0.449	0.47	0.45
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	DLL4	NOTCH3	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.18	0.114	0.015	0.036	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	DLL3	NOTCH3	False	False	True	curated	False	0.184	0.118	0.019	0.04	0.019	0.49	0.424	0.324	0.345	0.325	0.304	0.239	0.139	0.16	0.14	0.181	0.115	0.015	0.036	0.016	0.18	0.114	0.015	0.036	0.015
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	PLXNB2	PTN	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	0.403	0.332	0.0	0.0	0.306	0.31	0.239	0.0	0.0	0.213	0.267	0.195	0.0	0.0	0.169	0.492	0.421	0.0	0.0	0.395	0.557	0.485	0.0	0.0	0.459
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	PLXNB2	SEMA4D	False	True	True	curated	False	0.43	0.361	0.506	0.365	0.438	0.337	0.268	0.412	0.272	0.345	0.293	0.224	0.369	0.228	0.301	0.519	0.45	0.595	0.454	0.527	0.583	0.514	0.659	0.518	0.591
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	PLXNB1	SEMA4D	True	True	True	curated	False	0.296	0.227	0.371	0.231	0.304	0.215	0.145	0.29	0.15	0.223	0.177	0.108	0.253	0.112	0.185	0.166	0.097	0.242	0.101	0.174	0.135	0.065	0.21	0.07	0.143
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.127	0.058	0.203	0.062	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.058	0.203	0.062	0.135
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	PLXNB2	SEMA4G	False	True	False	curated	False	0.356	0.359	0.349	0.367	0.432	0.263	0.266	0.256	0.274	0.339	0.22	0.222	0.212	0.23	0.296	0.445	0.448	0.438	0.456	0.521	0.51	0.512	0.502	0.52	0.586
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	VEGFD	KDR	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.031	1.299	0.088	0.016	0.018	0.0	0.0	0.0	0.0	0.0	0.027	1.295	0.084	0.012	0.014	0.026	1.294	0.083	0.011	0.013
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	0.045	1.313	0.101	0.03	0.031	0.15	1.418	0.207	0.135	0.137	0.097	1.365	0.154	0.082	0.084	0.28	1.548	0.336	0.265	0.267	0.428	1.696	0.484	0.413	0.414
CPI-SS0B34CBA4B	EFNA2_EPHA1	simple:O43921	simple:P21709	EFNA2	EPHA1	False	False	True	curated	False	0.508	0.262	0.266	0.233	0.236	0.561	0.314	0.318	0.285	0.289	0.506	0.259	0.264	0.231	0.234	0.439	0.192	0.196	0.163	0.167	0.391	0.145	0.149	0.116	0.119
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	EFNA1	EPHA1	True	False	True	curated	False	0.379	0.133	0.137	0.104	0.107	0.436	0.189	0.193	0.16	0.164	0.475	0.228	0.232	0.199	0.203	0.391	0.144	0.149	0.116	0.119	0.39	0.143	0.147	0.114	0.118
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	EFNA2	EPHA2	False	False	True	curated	False	0.297	0.254	0.247	0.328	0.278	0.349	0.306	0.3	0.381	0.331	0.295	0.251	0.245	0.326	0.276	0.227	0.184	0.178	0.259	0.209	0.18	0.137	0.13	0.211	0.161
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.168	0.125	0.118	0.199	0.149	0.224	0.181	0.175	0.256	0.206	0.263	0.22	0.214	0.295	0.245	0.179	0.136	0.13	0.211	0.161	0.178	0.135	0.129	0.21	0.16
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	EFNA2	EPHA5	False	False	True	curated	False	0.139	0.151	0.0	0.137	0.135	0.192	0.203	0.0	0.189	0.188	0.137	0.149	0.0	0.135	0.133	0.07	0.081	0.0	0.067	0.066	0.022	0.034	0.0	0.02	0.018
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	EFNA1	EPHA5	True	False	True	curated	False	0.01	0.022	0.0	0.008	0.006	0.067	0.078	0.0	0.064	0.063	0.106	0.117	0.0	0.103	0.102	0.022	0.033	0.0	0.019	0.018	0.021	0.032	0.0	0.018	0.017
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	EFNA3	EPHA5	False	False	True	curated	False	0.07	0.082	0.0	0.068	0.066	0.531	0.543	0.0	0.528	0.527	0.472	0.483	0.0	0.469	0.468	0.08	0.092	0.0	0.078	0.076	0.046	0.058	0.0	0.044	0.042
CPI-SS0008137B6	EFNA4_EPHA5	simple:P52798	simple:P54756	EFNA4	EPHA5	True	False	True	curated	False	0.231	0.242	0.0	0.228	0.227	0.327	0.339	0.0	0.325	0.323	0.588	0.6	0.0	0.586	0.584	0.373	0.385	0.0	0.371	0.369	0.207	0.219	0.0	0.205	0.203
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	0.198	0.21	0.0	0.196	0.194	0.191	0.203	0.0	0.189	0.187	0.009	0.02	0.0	0.006	0.005	0.201	0.212	0.0	0.198	0.197	0.016	0.027	0.0	0.013	0.012
CPI-SS0B1F94CD2	POMC_MC3R	simple:P01189	simple:P41968	POMC	MC3R	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.023	0.0
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	guidetopharmacology.org	False	0.0	0.054	0.067	0.058	0.067	0.0	0.066	0.079	0.07	0.079	0.0	0.018	0.03	0.022	0.031	0.0	0.016	0.029	0.02	0.029	0.0	0.025	0.037	0.029	0.038
CPI-SS033A27302	LEFTY2_TDGF1	simple:O00292	simple:P13385	LEFTY2	TDGF1	True	False	False	curated	False	1.423	5.115	0.138	0.065	0.069	2.248	5.94	0.963	0.89	0.895	1.418	5.11	0.133	0.06	0.065	1.409	5.101	0.124	0.051	0.055	1.403	5.095	0.118	0.045	0.05
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	curated	False	1.414	5.106	0.129	0.056	0.061	1.439	5.131	0.154	0.081	0.086	0.0	0.0	0.0	0.0	0.0	1.82	5.512	0.535	0.462	0.467	1.41	5.102	0.124	0.052	0.056
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.0	0.606	0.447	0.502	0.445	0.0	0.225	0.067	0.122	0.064	0.0	0.167	0.008	0.064	0.006	0.0	0.166	0.007	0.063	0.005	0.0	0.168	0.009	0.065	0.007
CPI-SS0FCF733EA	AVP_AVPR2	simple:P01185	simple:P30518	AVP	AVPR2	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	0.857	0.862	0.686	1.196	1.265	0.863	0.868	0.692	1.202	1.271	0.855	0.86	0.684	1.194	1.263	0.899	0.904	0.728	1.238	1.307	0.978	0.983	0.807	1.317	1.386
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	0.094	0.11	0.06	0.06	0.045	0.1	0.116	0.066	0.066	0.051	0.093	0.109	0.058	0.059	0.044	0.137	0.153	0.103	0.103	0.088	0.216	0.231	0.181	0.182	0.167
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	NRG1	LGR4	True	True	True	InnateDB-All	False	0.253	0.142	0.126	0.209	0.146	0.259	0.148	0.132	0.215	0.152	0.252	0.14	0.125	0.208	0.145	0.296	0.184	0.169	0.252	0.189	0.374	0.263	0.248	0.33	0.267
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	guidetopharmacology.org	False	0.233	0.122	0.106	0.189	0.126	0.0	0.0	0.0	0.0	0.0	0.235	0.123	0.108	0.191	0.128	0.23	0.119	0.103	0.186	0.123	0.229	0.118	0.103	0.186	0.122
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	1.882	2.351	2.775	2.95	3.635	1.883	2.353	2.776	2.952	3.637	1.883	2.352	2.776	2.951	3.636	1.907	2.377	2.8	2.976	3.661	1.929	2.398	2.821	2.997	3.682
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.067	0.08	0.088	0.063	0.065	0.02	0.033	0.04	0.015	0.018	0.055	0.068	0.076	0.051	0.053	0.013	0.026	0.033	0.008	0.011	0.012	0.025	0.032	0.007	0.01
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.054	0.067	0.075	0.05	0.052	0.025	0.038	0.045	0.02	0.022	0.034	0.047	0.055	0.03	0.032	0.037	0.05	0.058	0.032	0.035	0.086	0.099	0.106	0.081	0.083
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.187	0.306	0.47	0.103	0.17	0.147	0.266	0.43	0.062	0.13	0.126	0.244	0.408	0.041	0.108	0.123	0.242	0.406	0.038	0.106	0.12	0.238	0.403	0.035	0.103
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.117	0.383	0.106	0.638	1.156	0.076	0.343	0.065	0.597	1.115	0.055	0.321	0.044	0.576	1.094	0.052	0.319	0.041	0.573	1.091	0.049	0.315	0.038	0.57	1.088
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.127	0.393	0.116	0.648	1.166	0.112	0.378	0.101	0.633	1.151	0.197	0.463	0.186	0.718	1.236	0.134	0.4	0.123	0.655	1.173	0.078	0.344	0.067	0.598	1.116
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.168	0.434	0.157	0.689	1.207	0.162	0.428	0.151	0.683	1.201	0.13	0.397	0.119	0.651	1.169	0.182	0.448	0.171	0.703	1.221	0.227	0.493	0.216	0.748	1.266
CPI-SS0470AF83E	EPHB1_EFNB1	simple:P54762	simple:P98172	EPHB1	EFNB1	False	True	False	curated	False	0.1	0.366	0.089	0.621	1.139	0.065	0.331	0.054	0.586	1.104	0.052	0.319	0.041	0.573	1.091	0.088	0.354	0.077	0.608	1.126	0.095	0.361	0.084	0.615	1.133
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.194	0.461	0.183	0.715	1.233	0.408	0.675	0.397	0.929	1.447	0.064	0.33	0.053	0.585	1.103	0.509	0.776	0.498	1.03	1.548	0.191	0.457	0.18	0.712	1.23
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	curated	False	0.077	0.217	0.094	0.108	0.104	0.036	0.176	0.054	0.068	0.064	0.015	0.155	0.032	0.046	0.043	0.012	0.152	0.03	0.044	0.04	0.009	0.149	0.026	0.041	0.037
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	curated	False	0.087	0.227	0.104	0.119	0.115	0.072	0.212	0.089	0.103	0.1	0.157	0.297	0.174	0.188	0.184	0.094	0.234	0.111	0.126	0.122	0.037	0.177	0.055	0.069	0.065
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	curated	False	0.128	0.268	0.145	0.16	0.156	0.122	0.262	0.139	0.154	0.15	0.09	0.23	0.108	0.122	0.118	0.142	0.282	0.159	0.174	0.17	0.187	0.327	0.204	0.218	0.214
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	EPHB1	EFNB3	False	True	True	curated	False	0.06	0.2	0.077	0.092	0.088	0.025	0.165	0.042	0.057	0.053	0.012	0.152	0.03	0.044	0.04	0.047	0.187	0.065	0.079	0.075	0.054	0.194	0.072	0.086	0.082
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	EPHA4	EFNB3	False	True	True	curated	False	0.154	0.294	0.172	0.186	0.182	0.368	0.508	0.386	0.4	0.396	0.024	0.164	0.041	0.055	0.051	0.469	0.609	0.487	0.501	0.497	0.151	0.291	0.168	0.182	0.178
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.239	0.233	0.201	0.253	0.297	0.358	0.351	0.32	0.372	0.416	0.522	0.516	0.484	0.536	0.58	0.154	0.148	0.116	0.168	0.213	0.222	0.216	0.184	0.236	0.28
